"ID.","Patriot1","Hedon1","Curious3","Benev2","Selfdir3","Free1","Hedon3","Soceq4","Open2","Benev4","Hedon4","Conform2","Toler3","GPeace1","Stim3","Compet2","Work4","Soceq3","GPeace2","Selfcon1","Spirit3","Stim2","Toler2","Work3","Benev3","Commit3","Open4","Pragmat4","Democ1","Selfcon4","Curious1","Selfdir4","Commit1","Free2","Toler1","Conform3","Environ3","Hedon2","Work2","Open1","Patriot3","Selfdir2","Pergrow2","Free3","Compet4","Stim4","Soceq2","Frugal2","Conform1","Curious2","Pragmat2","Patriot2","Selfcon5","Curious4","Compet3","Aesth3","Pergrow3","Selfcon2","Aesth2","Commit2","Pragmat3","Democ2","Selfcon3","Commit4","Stim1","Frugal3","Benev1","Conform4","Compet1","Spirit1","Soceq1","Democ3","Curious5","Environ4","GPeace3","Work1","Pergrow1","Frugal1","Toler4","Selfdir1","Aesth1","Open3","Environ2","Pragmat1","Spirit2","Work5","Environ1","Finsec1","Family1","Wisdom4","Safe1","Achieve4","Power3","Compan1","Ipeace2","Love1","Safe2","Socacc3","Love2","Ipeace4","Power2","Prosper1","Compan3","Wisdom3","Family3","Power4","Achieve5","Safe3","Phywel2","Finsec3","Compan2","Socacc1","Ipeace3","Prosper3","Family2","Achieve1","Phywel3","Wisdom1","Prosper4","Socacc2","Compan4","Prosper2","Ipeace1","Achieve2","Phywel1","Achieve3","Wisdom2","Power1","Finsec2","Love3","Workethic","Wisdom","Tolerance","Stimulation","Spirituality","SocialJustice","SocialAcceptance","SelfDirection","SelfControl","PersonalSafety","Prosperity","Pragmatism","Power","PhysicalWellbeing","PersonalGrowth","Patriotism","Openness","MatureLove","InnerPeace","Hedonism","GlobalPeace","Frugality","Freedom","FinancialSecurity","FamilyTogetherness","Environmentalism","Democracy","Curiosity","Conformity","Competition","Companionship","Commitment","Benevolence","Aesthetics","Achievement","volunt","tv","intrnet","socmed","charit","excer","garden","impulse","eatout","pubtran","recycle","sportfan","attorg","commun","satjob","satlife","military","envichoi","authority","brandloyal","politics","gender","age","ethnicity","jobstatus","religion","Hhincome","retirement","educ","sexorien","marstatus"
24,8,3,7,9,5,8,3,5,7,8,1,7,7,8,4,5,6,8,8,8,7,5,8,5,8,7,7,7,8,4,5,6,7,8,7,7,7,7,7,8,8,6,6,6,6,4,8,8,8,7,7,8,5,6,4,6,7,8,7,8,7,8,5,8,5,7,8,7,5,8,8,7,7,7,8,7,7,7,7,7,7,8,7,7,8,7,7,8,8,5,8,6,6,7,7,7,8,6,8,8,5,6,6,6,8,5,6,8,7,8,7,7,7,6,8,5,8,7,5,6,6,6,7,6,6,5,6,4,6,6,6.4,6,7.25,4.66666666666667,7.66666666666667,7.25,6.33333333333333,6,6,8,5.75,7,5,7,6.66666666666667,8,7.5,7,7.33333333333333,3.5,8,7.33333333333333,7.33333333333333,7.33333333333333,8,7,7.66666666666667,6.4,7.25,5,6.5,7.5,8.25,6.66666666666667,5.6,2,20,1,1,6000,4,4,2000,4,0,81,4,4,5,4,5,3,6,6,6,5,"Female",60,"caucasion                                  ","Faculty",15,"$80,000-$99,999","$150,000-$199,999","graduate degree","Heterosexual","Married"
25,7,1,4,8,3,7,1,6,7,7,1,5,5,5,6,4,7,6,7,8,9,4,5,7,7,8,9,7,7,7,5,5,8,8,7,8,3,5,7,9,8,5,7,5,3,3,8,6,7,7,7,8,8,6,2,5,7,7,6,8,6,7,8,8,4,5,8,6,7,8,9,7,6,4,6,8,7,4,6,5,6,9,2,6,9,8,4,5,8,8,8,6,4,8,4,7,8,6,9,9,2,4,8,6,8,6,7,7,8,5,8,8,6,3,8,6,7,8,6,7,8,5,8,9,7,4,8,3,6,8,7.4,7.5,5.75,3.66666666666667,8.66666666666667,7.25,7,4.5,7.6,7.66666666666667,4.5,6.5,3.75,7.33333333333333,7,7.66666666666667,8.5,8,7.66666666666667,2,6,5,6.66666666666667,5.33333333333333,8,3.25,7,5.6,6.5,4,8,8,7.5,5.66666666666667,6.4,0,13,5,2,0,3,0,500,2,25,50,6,3,3,5,3,2,1,4,6,7,"Female",21,"Caucasian                                  ","Staff",5,"$80,000-$99,999","None, I haven't started a retirement plan yet","college graduate","Heterosexual","single"
26,4,7,8,8,8,6,8,7,9,6,8,3,8,6,8,8,8,8,6,6,2,8,8,6,6,9,9,8,5,6,8,6,8,5,7,4,7,8,8,7,2,7,7,6,5,5,7,8,4,9,8,2,5,7,3,9,9,8,8,8,7,7,4,8,5,7,7,3,4,3,8,6,7,5,5,7,8,7,7,7,8,9,5,6,2,6,6,6,7,7,6,8,6,9,8,9,7,8,8,9,1,5,8,8,8,8,5,5,5,6,7,7,9,6,8,7,6,8,3,7,7,5,8,9,5,5,8,1,5,9,7,7.75,7.5,6,2.33333333333333,7.5,7.33333333333333,7,5.8,6,4.75,7.25,4,5.33333333333333,8,2.66666666666667,8.5,8.66666666666667,8.66666666666667,7.75,5.66666666666667,7.33333333333333,5.66666666666667,5.66666666666667,7.66666666666667,5.75,6,7.8,3.5,5,7.75,8.25,6.75,8.33333333333333,6.8,0,3,21,15,0,2,0,200,5,0,81,1,3,4,5,7,7,6,4,2,2,"Female",18,"White                                      ","Staff",1,"Below $20,000","None, I haven't started a retirement plan yet","some college","Heterosexual","Partnered"
27,2,8,8,3,5,6,5,9,9,9,7,3,7,7,8,6,7,8,8,1,2,8,3,5,8,7,8,1,6,2,9,5,7,7,9,3,9,6,7,9,2,6,7,6,6,6,9,8,1,8,NA,5,4,8,6,8,6,5,7,6,3,8,1,5,7,8,8,1,3,8,NA,7,7,NA,8,4,8,8,9,5,8,9,9,2,1,2,8,5,2,3,5,3,3,9,9,8,5,8,6,7,3,2,9,4,2,7,5,5,8,4,6,9,6,2,3,7,8,5,1,3,9,3,9,7,8,2,NA,5,4,8,5,4,7,7,3.66666666666667,8.66666666666667,6.66666666666667,5.25,2.6,5,2,2,4.5,8,7,3,8.75,7.33333333333333,7.33333333333333,6.5,7.66666666666667,8,6.33333333333333,4.33333333333333,2.33333333333333,8.66666666666667,7,8,2,5.25,8.25,6.25,7,7.66666666666667,4.8,0,0,7,1,100,3,0,150,0,10,85,1,2,3,6,5,4,7,2,1,2,"Female",20,"n/a                                        ","Staff",1,"Below $20,000","None, I haven't started a retirement plan yet","some college","Questioning","single"
28,1,3,8,5,3,8,3,9,5,7,2,1,6,7,8,2,5,9,7,5,2,5,9,5,5,2,7,7,8,5,8,8,2,7,9,4,5,3,5,7,1,6,7,7,2,4,9,2,1,8,5,1,4,7,1,8,8,7,5,2,4,5,3,2,4,3,7,1,2,4,7,4,4,3,5,5,5,3,5,7,4,7,6,6,1,2,5,4,2,4,6,2,1,4,3,2,3,4,1,5,1,2,5,7,2,2,2,4,4,2,5,4,6,2,2,3,5,5,2,3,4,2,6,3,5,1,5,1,4,4,4.4,5.25,7.25,4.33333333333333,2.33333333333333,8.5,3.66666666666667,6,4.8,4.33333333333333,2,5.5,1.25,4.66666666666667,6.66666666666667,1,6.5,2.33333333333333,5.66666666666667,2.75,6.33333333333333,2.66666666666667,7.33333333333333,3.33333333333333,2,4.75,5.66666666666667,7,1.75,1.75,4.5,2,6,5.66666666666667,2.2,2,0,2,20,500,6,0,400,12,80,96,1,4,6,6,5,6,6,1,1,1,"Female",29,"White                                      ","Student",2,"$20,000-$39,999","below $20,000","college graduate","Bisexual","Divorced"
29,4,4,7,8,3,5,3,7,7,8,3,2,2,6,6,5,5,6,6,6,6,6,6,3,8,9,7,8,7,7,7,4,9,4,5,4,7,3,5,8,3,4,6,5,5,2,6,6,3,7,8,3,6,7,2,7,7,6,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.33333333333333,NA,4.33333333333333,4,6,6.33333333333333,NA,3.66666666666667,6.25,NA,NA,8,NA,NA,6.5,3.33333333333333,7.33333333333333,NA,NA,3.25,6,6,4.66666666666667,NA,NA,7,7,7,3,4,NA,9,8,7.5,NA,0,5,4,2,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"                                           ",NA,NA,NA,NA,NA,NA,NA
30,6,2,8,8,6,8,5,7,7,8,3,4,5,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,7,NA,6,NA,NA,NA,NA,NA,NA,NA,6,7,NA,NA,3.33333333333333,8,NA,8,NA,NA,NA,NA,8,4,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"                                           ",NA,NA,NA,NA,NA,NA,NA
31,2,2,9,8,3,7,2,7,9,9,2,2,6,9,6,4,9,9,8,8,9,4,9,4,9,9,9,7,9,5,9,6,7,8,8,5,9,4,7,9,2,4,7,7,3,2,9,9,3,9,8,2,7,8,2,5,7,7,9,9,8,9,8,9,3,8,9,3,2,9,9,3,8,9,9,8,8,9,8,6,6,9,9,8,9,7,9,9,8,8,8,2,2,9,8,9,8,8,9,9,2,4,9,8,8,2,2,8,8,9,9,8,8,3,7,3,8,8,2,7,8,2,8,2,8,2,8,2,9,9,7,8,7.75,3,9,8.5,7.66666666666667,4.75,7,8,2.75,7.75,2,8,7.33333333333333,2,9,9,8.33333333333333,2.5,8.66666666666667,8.66666666666667,7.33333333333333,9,7.66666666666667,9,7,8.6,3.25,2.75,8.75,8.5,8.75,6.66666666666667,2.2,4,12,2,1,9000,8,0,200,2,20,100,5,5,7,4,7,1,7,2,3,3,"Female",58,"Caucasian                                  ","Faculty",8,"$150,000-$199,999","$300,000-$399,999","graduate degree","Heterosexual","Married"
32,6,4,9,8,8,8,1,8,8,8,1,2,8,9,8,8,8,9,7,5,3,4,9,7,8,8,9,8,8,6,7,8,9,8,9,6,8,6,8,7,5,7,7,8,6,7,9,7,5,8,8,5,6,8,1,6,7,7,7,9,5,7,5,9,7,7,9,1,5,6,9,5,7,6,7,8,7,7,7,8,7,8,6,8,1,8,7,8,9,7,7,5,3,9,5,9,7,7,9,9,1,7,9,8,8,2,4,7,7,7,7,7,7,4,8,4,8,8,1,8,8,5,8,4,8,4,8,1,8,8,7.8,7.75,8.25,6,3.33333333333333,8.75,7.33333333333333,7.75,5.8,7,4.25,7.25,1.75,7.66666666666667,7,5.33333333333333,8,8.66666666666667,8,3,7.66666666666667,7,8,7.66666666666667,8.33333333333333,6.75,6.66666666666667,7.8,3.5,5,8.25,8.75,8.25,6.66666666666667,4.2,0,4,5,1,300,4,1,NA,5,10,100,6,5,5,6,6,7,6,2,3,3,"Female",30,"White                                      ","Faculty",22,"$60,000-$79,999","$20,000-$59,999","graduate degree","Heterosexual","Married"
33,1,1,9,8,8,5,5,9,8,8,1,5,7,9,9,7,7,8,9,9,7,7,9,8,8,7,9,8,9,7,9,7,6,8,9,8,9,8,8,8,4,7,8,5,5,7,9,8,1,9,8,2,7,9,1,9,8,7,9,6,8,9,8,6,7,7,9,1,5,8,9,1,9,9,9,8,9,8,9,8,9,8,9,8,8,8,9,5,8,8,7,7,2,8,8,8,7,8,3,8,1,2,7,8,8,2,5,5,8,6,7,7,9,2,9,5,7,8,4,5,5,5,6,6,6,4,7,2,4,8,7.8,7.75,8.5,7,7.66666666666667,8.75,6.66666666666667,7.5,7.6,6.33333333333333,3.25,8,1.75,7,8.33333333333333,2.33333333333333,8.25,6.33333333333333,7.66666666666667,3.75,9,7.66666666666667,6,5,8.33333333333333,9,6.33333333333333,9,3.75,4.5,6.75,6.25,8.25,9,5.4,2,0,5,1,100,5,0,2500,3,25,96,1,3,5,5,5,2,7,2,1,1,"Male",43,"white                                      ","Faculty",4,"$40,000-$59,999","$20,000-$59,999","graduate degree","Heterosexual","Partnered"
34,9,5,9,6,9,9,5,5,9,7,5,1,1,5,8,8,9,5,1,5,1,8,6,9,7,9,9,9,1,5,9,9,9,9,7,2,5,5,9,9,9,9,9,9,3,7,5,9,5,9,9,9,7,9,3,6,9,9,6,9,8,8,7,9,7,9,7,5,3,1,5,6,9,6,5,9,9,7,6,9,6,9,6,9,1,8,6,9,9,9,9,2,2,8,2,9,8,6,9,8,1,7,9,9,8,6,2,8,7,9,7,6,6,8,8,2,9,9,1,6,6,9,7,2,8,2,9,2,9,9,8.8,9,5,7.33333333333333,1,5,6,9,6.6,8.33333333333333,6.25,8.75,2.75,8,9,9,9,9,7,5,3.66666666666667,8.33333333333333,9,9,8.33333333333333,5.75,5,9,3.25,4.25,7.5,9,6.75,6,2,5,1,3,0,5000,3,1,2000,4,8,95,4,6,6,7,7,4,4,1,1,4,"Male",38,"White Caucasian                            ","Faculty",10,"$150,000-$199,999","$200,000-$299,999","graduate degree","Heterosexual","Married"
35,5,5,8,7,4,6,2,6,8,7,2,2,8,7,7,5,6,9,5,6,2,7,8,5,7,5,9,6,5,4,4,5,4,4,7,3,NA,3,8,8,4,7,7,3,2,4,5,3,3,5,5,5,3,6,2,5,6,5,7,7,5,3,5,7,5,2,9,3,3,5,8,4,7,7,6,8,7,3,8,6,6,8,8,5,2,5,7,7,5,5,4,5,4,6,7,8,4,5,8,9,2,5,9,9,6,5,7,3,9,5,5,6,9,5,6,5,9,9,1,5,7,4,9,5,9,6,9,4,5,9,6.4,8,7.75,5.33333333333333,3,7,5.33333333333333,5.5,4.6,3.66666666666667,3.75,5.25,3.75,9,6.66666666666667,4.66666666666667,8.25,8.33333333333333,9,3,6,2.66666666666667,4.33333333333333,5.66666666666667,5.66666666666667,7.33333333333333,4,6,2.75,3,6.75,5.75,7.5,6,5.6,1,5,10,1,1000,5,0,5000,10,20,93,7,2,5,6,5,6,5,1,5,2,"Female",35,"Caucasian                                  ","Faculty",22,"$150,000-$199,999","below $20,000","graduate degree","Heterosexual","Married"
36,2,3,7,6,5,4,3,5,5,7,3,3,4,7,7,5,6,5,5,5,2,5,5,6,7,9,7,7,5,5,7,8,8,5,7,3,8,2,5,7,2,5,8,5,3,6,8,5,4,8,8,2,5,8,4,8,6,6,8,8,5,5,4,8,6,5,8,4,3,5,5,2,7,8,7,5,7,5,8,7,8,6,8,7,2,6,8,8,8,7,7,3,2,8,5,8,7,5,8,8,2,5,7,8,8,3,4,7,8,7,8,8,8,3,8,5,8,8,3,7,8,4,7,7,8,4,8,3,5,8,5.6,7.75,6,5.66666666666667,3,5.75,6.66666666666667,6.25,5,7,3.75,6.75,2.5,8,7,2,6.25,8,7.66666666666667,2.75,6.33333333333333,5,4.66666666666667,6.66666666666667,8,8,4,7.4,3.5,3.75,7.75,8.25,7,8,4.6,1,7,30,25,100,6,2,200,1,4,100,7,4,6,5,5,6,7,2,1,1,"Female",42,"                                           ","Faculty",23,"$80,000-$99,999","below $20,000","graduate degree","Heterosexual","Married"
37,2,2,7,6,3,5,2,7,8,7,2,2,7,3,7,4,8,8,7,6,2,2,8,7,6,8,9,8,8,7,9,4,7,5,8,3,7,3,7,8,2,7,7,5,2,2,8,7,3,8,8,2,5,8,2,5,8,7,6,8,7,6,6,8,2,7,8,2,2,3,8,7,6,8,5,8,8,7,8,2,6,7,7,7,2,8,8,8,9,5,9,2,1,9,8,9,9,9,9,9,1,2,9,8,9,8,2,9,5,8,9,9,9,2,9,8,7,8,1,8,8,2,9,7,5,4,8,2,8,9,7.6,7.25,7.75,2,2.33333333333333,7.75,8.66666666666667,4,6.2,9,1.75,7.5,3,5.66666666666667,7.66666666666667,2,8,9,9,2.25,5,7,5,8,9,7.5,7,7.6,2.5,2.5,8.75,7.75,6.75,5.66666666666667,4.6,0,6,3,1,200,3,3,200,4,0,97,2,5,6,7,6,5,6,2,2,2,"Female",40,"Caucasian                                  ","Faculty",23,"$100,000-$149,999","$20,000-$59,999","graduate degree","Heterosexual","Married"
38,4,1,7,8,3,4,3,6,7,7,3,2,3,7,7,6,6,6,6,6,5,6,5,6,8,9,8,8,7,6,6,5,9,5,4,4,7,5,6,8,3,4,6,5,4,2,6,5,3,6,7,3,5,7,2,9,7,6,8,9,5,5,5,9,6,2,8,3,5,7,9,6,7,7,7,5,6,2,4,4,8,8,7,7,8,5,7,6,9,8,8,5,4,9,3,9,7,7,9,9,2,4,9,9,9,4,4,6,8,6,8,8,8,5,9,5,8,8,4,7,7,4,7,5,8,5,8,3,5,9,5.6,8.25,4,4.66666666666667,6.66666666666667,6.75,7.33333333333333,4,5.6,7,4.25,6.75,3.25,8,6.33333333333333,3.33333333333333,7.75,9,8,3,6.66666666666667,3,4.66666666666667,5.66666666666667,9,7,6,6.6,3,4.25,8.25,9,7.75,8.33333333333333,4.8,1,4,4,4,1200,5,5,2000,3,2,100,4,6,6,6,7,4,4,2,4,2,"Female",54,"Caucasian                                  ","Faculty",5,"$150,000-$199,999","$300,000-$399,999","graduate degree","Heterosexual","Married"
39,6,6,9,8,4,2,3,9,8,8,3,3,7,9,8,5,7,9,8,7,2,9,9,7,9,9,8,7,9,5,9,4,9,3,9,5,8,7,7,7,6,8,7,6,3,8,9,6,5,9,7,6,5,9,4,9,9,7,9,8,5,9,4,8,9,6,9,5,3,2,9,9,9,8,6,7,8,4,8,6,7,7,8,7,2,6,7,8,9,5,8,2,2,8,5,9,7,7,8,8,1,6,9,9,9,2,2,7,8,7,7,8,7,3,9,2,8,7,4,4,8,6,7,5,8,3,9,1,6,9,6.8,7.5,8.25,8.66666666666667,2,9,6.33333333333333,5.5,5.6,7.33333333333333,4.75,6.5,1.5,8,8,6,7.5,8.66666666666667,7.33333333333333,4.75,7.66666666666667,5.33333333333333,3.66666666666667,7,9,7.75,9,9,4.5,3.75,8,8.5,8.5,8.33333333333333,2.8,1,7,5,2,1000,7,0,2000,7,0,81,6,4,6,6,6,4,7,2,2,1,"Male",45,"white                                      ","Faculty",2,"$150,000-$199,999","$500,000 and above","graduate degree","Heterosexual","Married"
40,3,1,8,8,7,5,4,8,9,9,5,4,8,8,6,3,8,9,8,5,3,5,8,6,8,8,8,5,9,2,8,4,8,4,9,4,8,7,6,8,3,6,6,5,5,3,9,5,4,8,6,3,5,8,3,7,6,5,8,8,5,8,4,8,6,5,8,5,3,3,8,6,7,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.66666666666667,NA,8.33333333333333,4.66666666666667,3,8.5,NA,5.66666666666667,4.2,NA,NA,5.33333333333333,NA,NA,6,3,8.33333333333333,NA,NA,4.25,8,5,4.66666666666667,NA,NA,8,7.66666666666667,7.8,4.25,3.5,NA,8,8.25,7.5,NA,3,3,2,0,3500,5,NA,100,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"                                           ",NA,NA,NA,NA,NA,NA,NA
41,1,1,7,7,5,5,1,5,8,8,1,4,4,9,8,3,8,9,9,7,8,4,8,7,7,9,8,8,6,6,5,5,9,7,7,7,8,5,7,9,1,4,5,5,3,4,9,7,5,5,7,1,7,5,1,5,7,7,7,9,5,7,7,9,3,5,8,5,3,8,9,7,7,8,9,5,7,5,7,7,7,8,8,7,7,7,8,8,9,5,8,5,3,9,3,9,8,9,9,9,3,3,9,7,9,5,5,8,8,8,9,9,7,3,9,5,8,7,2,8,8,5,7,5,8,4,7,3,8,9,6.8,6.5,6.5,3.66666666666667,7.66666666666667,8,8.66666666666667,5.25,6.8,8,3.25,6.75,3.5,8,6.33333333333333,1,8.25,9,7.66666666666667,2,9,5.66666666666667,5.66666666666667,8,9,8,6.66666666666667,5.8,5.25,2.5,8.75,9,7.5,6.33333333333333,4.8,0.5,1,5,0.5,3000,8,1,500,2,35,95,3,5,7,6,6,6,6,3,5,2,"Male",46,"white                                      ","Faculty",8,"$80,000-$99,999","$60,000-$99,999","graduate degree","Heterosexual","Married"
42,5,6,8,5,7,8,6,7,9,7,5,8,4,5,7,6,7,6,5,4,3,7,6,6,6,8,8,8,5,4,8,8,8,8,8,3,8,8,8,8,5,8,8,8,8,8,8,8,3,8,8,5,5,8,4,8,8,5,8,8,8,8,5,8,8,5,8,2,2,4,8,7,8,8,7,8,8,4,8,8,8,8,8,8,3,8,8,7,8,8,8,4,5,8,8,8,6,8,8,8,3,3,8,8,8,5,7,5,6,5,8,7,7,3,8,6,8,8,2,6,8,3,7,7,7,5,8,3,5,8,7.4,8,6.5,7.66666666666667,3.33333333333333,7.25,7,7.75,4.6,6.33333333333333,2.75,8,4,7,8,5,8.25,8,7.33333333333333,6.25,5.66666666666667,5.66666666666667,8,5.66666666666667,8,8,6.66666666666667,8,4,5,8,8,6.5,8,5.8,1,8,20,0,2000,5,0,200,1,0,98,1,5,3,3,7,6,6,1,1,2,"Female",50,"European-American                          ","Faculty",23,"$100,000-$149,999","$500,000 and above","graduate degree","Heterosexual","Married"
43,5,3,8,8,7,5,3,7,7,7,3,5,5,7,5,5,5,5,5,5,5,3,5,5,5,5,5,5,7,5,5,7,7,7,7,4,7,7,7,7,4,7,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.66666666666667,NA,5.66666666666667,3,5,6,NA,7,5,NA,NA,5,NA,NA,6,4.5,6.33333333333333,NA,NA,4,6,NA,6,NA,NA,7,7,6.5,4.5,4.5,NA,6,6.66666666666667,NA,NA,4,12,3,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"                                           ",NA,NA,NA,NA,NA,NA,NA
44,8,3,8,8,5,6,2,8,8,9,1,6,7,7,8,8,8,8,8,8,8,8,9,8,8,8,9,8,8,8,7,8,8,8,8,8,8,7,7,9,8,8,8,6,6,7,8,4,5,7,7,8,7,8,4,7,7,7,9,8,8,8,8,9,8,7,9,5,7,9,9,8,7,7,8,8,8,7,8,8,8,9,8,8,8,9,5,9,9,8,8,8,7,8,8,8,8,8,9,8,1,4,9,9,9,8,7,8,8,8,8,8,8,4,8,7,8,8,4,8,8,4,7,7,8,5,7,4,NA,8,8,8,8,7.66666666666667,8.33333333333333,8.25,8,7.25,7.6,8,4,7.75,5,8,7.66666666666667,8,8.75,8.33333333333333,7.66666666666667,3.25,7.66666666666667,6,6.66666666666667,8.5,8.66666666666667,7,8,7.4,6,6.25,8.25,8.25,8.5,8,6.8,2,6,51,NA,8,8,0,500,5,0,85,6,5,6,5,5,4,7,2,5,4,"Female",40,"caucasian                                  ","Student",5,"$100,000-$149,999","$300,000-$399,999","graduate degree","Heterosexual","single"
45,3,2,5,7,6,7,1,2,7,7,1,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,6,NA,NA,NA,NA,NA,NA,NA,3,7,NA,NA,1.33333333333333,4,NA,7,NA,NA,NA,NA,5,2,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"                                           ",NA,NA,NA,NA,NA,NA,NA
46,3,1,8,7,2,7,1,9,7,7,1,4,6,9,8,7,8,9,9,8,8,6,7,9,8,9,8,9,9,5,8,3,9,6,8,6,8,7,8,8,3,5,8,6,7,5,9,6,4,8,9,2,8,8,2,8,7,8,8,9,6,9,8,9,7,4,9,4,4,9,9,9,7,6,9,8,8,3,8,7,8,8,8,9,9,7,8,7,9,9,7,6,6,8,5,9,7,7,9,9,5,4,7,8,9,8,8,6,7,8,8,8,4,3,9,8,8,8,3,5,6,5,7,7,8,8,8,6,8,9,8,8.25,7.25,6,8.66666666666667,9,6.66666666666667,4.25,7.4,6.66666666666667,3.75,8.25,6.25,7.66666666666667,7.66666666666667,2.66666666666667,7.75,9,6.66666666666667,2.5,9,4.33333333333333,6.33333333333333,7.66666666666667,9,7.5,9,7.8,4.5,5,7.25,9,7.75,8,7.4,3,4,5,2,8000,4,4,500,5,0,95,3,4,4,3,5,3,6,2,1,1,"Female",63,"White                                      ","Faculty",8,"$80,000-$99,999","$60,000-$99,999","graduate degree","Heterosexual","Married"
47,5,2,8,8,2,8,2,8,8,9,2,5,5,8,8,5,5,8,8,5,9,5,8,8,8,9,8,5,8,5,8,5,9,8,8,5,5,2,5,8,5,5,8,8,5,2,8,5,2,8,5,5,8,8,2,9,8,5,8,9,5,8,5,9,2,5,8,2,2,9,8,8,8,5,8,5,8,2,8,5,9,8,5,8,8,8,5,8,9,8,8,8,2,8,8,9,8,8,9,9,2,4,9,9,9,5,8,8,8,8,8,8,8,3,9,8,9,8,2,8,8,7,8,8,7,7,8,2,8,9,6.2,8.25,7.25,3,8.66666666666667,8,8,4.25,5.6,8,4,5.75,2.75,8,8,5,8,9,8.33333333333333,2,8,4,8,8,9,5,8,8,3.5,3.5,8.25,9,8.25,8.66666666666667,7.8,4,10,7,0,7000,7,0,NA,20,10,91,2,4,6,5,7,5,6,1,2,1,"Female",65,"white                                      ","Faculty",8,"$60,000-$79,999","$400,000-$499,999","graduate degree","Heterosexual","Married"
